#subject	#object	#spatial 0->inside 1->beside 2->under 3->over
people	group	0
people	ground	2
people	bench	0
people	umbrellas	0
people	boat	0
people	plane	3
people	station	1
people	park	2
people	restaurant	0
people	grass	2
people	fence	0
people	train	1
people	background	1
people	shore	0
people	umbrella	3
people	elephant	2
people	horses	2
people	game	2
people	court	2
people	man	1
people	sand	2
people	snow	2
people	horse	0
people	truck	1
people	surfboard	0
people	mountain	2
people	motorcycle	0
people	bike	0
people	field	2
people	bikes	0
people	hill	2
people	platform	2
people	stands	0
people	kites	3
people	ocean	2
people	room	0
people	kite	3
people	frisbee	0
people	bleachers	0
people	skis	0
people	elephants	2
people	shirt	0
people	bridge	2
people	market	1
people	booth	1
painting	wall	0
painting	flowers	0
newspaper	table	0
red	red	0
key	keyboard	3
key	laptop	3
key	typewriter	0
light	street	2
light	ceiling	3
light	window	2
light	wall	2
light	table	2
light	light	0
light	car	1
light	door	2
light	building	2
light	pole	2
light	road	2
light	floor	2
light	vehicle	3
light	post	2
light	sidewalk	2
light	sign	2
light	ground	2
light	grass	2
light	mirror	2
light	roof	2
light	truck	3
light	bus	3
light	water	1
light	room	2
light	bed	2
light	boat	2
light	train	3
light	counter	2
light	sink	2
light	motorcycle	2
light	bathroom	2
light	background	2
light	sky	3
light	bridge	2
light	traffic	2
light	plate	2
light	man	2
light	front	3
light	tower	2
light	wing	2
light	platform	2
light	plane	3
light	bike	2
light	oven	2
light	signal	2
cone	street	2
cone	sidewalk	2
cone	ground	2
cone	grass	2
cone	road	1
cone	plane	3
cone	pavement	2
cone	soccer	3
poster	wall	1
cabinet	door	0
cabinet	cabinet	0
cabinet	wall	2
cabinet	handle	0
cabinet	counter	2
cabinet	sink	3
cabinet	drawer	0
cabinet	kitchen	2
cabinet	knob	0
vent	wall	2
vent	ceiling	3
vent	building	3
vent	floor	2
star	wall	2
star	circle	0
can	table	2
can	can	0
can	counter	1
helmet	head	0
helmet	bike	2
helmet	helmet	0
helmet	motorcycle	2
helmet	man	2
helmet	person	2
helmet	skier	2
helmet	player	2
helmet	woman	2
helmet	rider	2
helmet	catcher	2
helmet	batter	2
helmet	boy	2
helmet	girl	2
table	floor	2
table	wood	0
table	chairs	0
table	glass	0
table	cloth	0
table	chair	0
table	couch	3
table	plate	0
table	table	0
table	leg	0
table	wall	3
table	window	3
table	tablecloth	0
table	room	3
table	legs	0
table	kitchen	3
table	rug	0
table	vase	3
table	umbrella	3
table	grass	3
table	bed	1
table	laptop	0
table	food	0
table	man	3
table	sofa	3
table	pizza	0
table	top	0
table	edge	0
table	cake	0
table	bowl	0
cords	desk	2
pipe	wall	1
pipe	building	1
pipe	toilet	2
pipe	sink	3
pipe	motorcycle	3
plug	outlet	0
plug	wall	3
adult	tennis	2
blanket	bed	0
blanket	couch	0
blanket	chair	0
blanket	cat	0
blanket	horse	2
sweater	neck	0
sweater	man	0
child	shirt	0
child	jacket	0
child	shorts	0
child	hand	0
child	coat	0
child	skis	0
child	woman	1
child	hat	0
child	table	2
child	field	2
child	bat	0
child	helmet	0
child	shoe	0
child	bench	1
child	pants	0
child	snow	1
child	hair	0
child	jeans	0
child	eye	0
child	kite	3
child	beach	1
child	nose	0
child	grass	2
child	bed	0
child	mouth	0
child	skateboard	0
child	head	0
child	baseball	1
child	child	0
child	toothbrush	0
child	chiken	0
child	ski	0
child	umbrella	0
child	pizza	0
couch	pillows	0
couch	cushion	0
couch	room	3
couch	wall	3
couch	pillow	0
couch	floor	1
watch	hand	2
watch	wrist	0
watch	man	3
watch	woman	3
watch	arm	3
person	photo	0
person	picture	0
person	chair	0
person	street	2
person	umbrella	3
person	motorcycle	0
person	car	2
person	head	0
person	leg	0
person	shirt	0
person	jacket	0
person	pants	0
person	skirt	0
person	sidewalk	2
person	building	3
person	pole	1
person	arm	0
person	hand	0
person	walkway	2
person	bag	0
person	stairs	2
person	backpack	0
person	steps	2
person	jeans	0
person	white	0
person	dog	1
person	top	0
person	shorts	0
person	bench	0
person	scooter	0
person	table	2
person	man	1
person	helmet	0
person	road	2
person	water	2
person	person	0
person	phone	0
person	sweater	0
person	cart	2
person	door	0
person	crosswalk	1
person	bike	0
person	red	0
person	beach	2
person	coat	0
person	skis	0
person	bicycle	0
person	motorbike	0
person	park	1
person	ground	2
person	path	2
person	plane	3
person	blue	0
person	surfboard	0
person	shoes	0
person	feet	0
person	eye	0
person	blocks	1
person	sky	3
person	boat	2
person	bridge	2
person	window	0
person	shadow	2
person	stroller	1
person	hoodie	0
person	clothes	0
person	grass	2
person	hair	0
person	snow	2
person	hat	0
person	watch	0
person	glasses	0
person	clothing	0
person	floor	2
person	fence	1
person	van	1
person	tree	3
person	crowd	1
person	scarf	0
person	group	1
person	dress	0
person	wall	1
person	vest	0
person	restaurant	1
person	sign	1
person	counter	1
person	mirror	0
person	camera	0
person	woman	1
person	nose	0
person	face	0
person	outfit	0
person	sunglasses	0
person	court	2
person	sweatshirt	0
person	pavement	2
person	orange	0
person	t-shirt	0
person	ocean	2
person	tent	3
person	skateboard	0
person	hill	2
person	snowboard	0
person	bus	1
person	foot	0
person	laptop	0
person	finger	0
person	black	0
person	train	1
person	cap	0
person	elephant	2
person	ramp	2
person	boot	0
person	goggles	0
person	racket	0
person	board	0
person	wetsuit	0
person	skateboarder	1
person	couch	0
person	pizza	0
person	frisbee	0
person	gloves	0
person	cellphone	0
person	bleachers	1
person	horse	2
person	field	2
person	uniform	0
person	knife	0
person	game	1
person	ski	0
person	boots	0
person	platform	2
person	slope	2
person	sand	2
person	outside	3
person	suitcase	0
person	banana	3
person	tie	0
person	air	3
person	room	1
person	baseball	2
person	shoe	0
person	suit	0
person	glove	0
person	socks	0
person	doorway	0
person	moped	0
person	ear	0
person	background	3
person	stand	2
person	hands	0
person	mouth	0
person	ball	0
person	sneakers	0
person	line	1
person	costume	0
person	bracelet	0
person	cake	0
person	ring	0
person	kite	3
person	legs	0
person	mountain	2
person	poles	0
person	sock	0
person	thumb	0
person	food	0
person	luggage	1
person	neck	0
person	wave	2
person	tennis	0
person	elbow	0
person	waves	0
person	kayak	0
person	cat	0
person	cow	1
person	remote	0
person	station	1
person	eyeglasses	0
person	sneaker	0
person	truck	2
person	kitchen	1
person	bed	0
person	bat	0
person	plate	0
person	stands	1
person	arms	0
person	airplane	3
person	hillside	2
person	area	1
person	market	2
kid	pants	0
kid	skateboard	0
kid	shirt	0
kid	hair	0
kid	helmet	0
kid	jacket	0
kid	bat	0
kid	kid	0
kid	skis	0
kid	board	2
kid	elephant	2
kid	baseball	1
kid	snow	1
kid	tennis	1
clip	hair	2
train	door	0
train	lights	0
train	train	0
train	station	0
train	window	0
train	tracks	2
train	track	2
train	wheels	0
train	stripe	0
train	front	0
train	bridge	2
train	platform	2
train	building	1
train	windshield	0
train	light	0
train	numbers	0
train	tunnel	0
train	wheel	0
train	number	0
train	cars	0
train	roof	0
train	windows	0
train	headlights	0
train	headlight	0
train	doors	0
train	side	0
train	car	0
train	engine	0
train	smoke	3
train	railroad	2
train	passengers	0
train	rail	2
train	rails	2
train	letters	0
train	trees	3
train	water	2
balcony	building	2
grass	street	2
grass	sand	2
grass	beach	2
grass	building	3
grass	tree	3
grass	ground	0
grass	road	2
grass	house	3
grass	grass	0
grass	fence	3
grass	water	2
grass	sidewalk	2
grass	park	3
grass	curb	0
grass	field	0
grass	dirt	2
grass	river	2
grass	bench	3
grass	patch	0
grass	rocks	3
grass	hill	0
grass	rock	0
grass	zebra	0
grass	runway	3
grass	trees	3
grass	cow	0
grass	track	2
grass	pavement	2
grass	tracks	0
grass	train	3
grass	man	3
grass	bear	0
grass	elephant	3
grass	hydrant	3
grass	background	0
grass	path	0
grass	wall	3
grass	sheep	0
grass	giraffe	3
grass	horse	3
grass	snow	2
grass	dog	3
grass	sandunes	2
shadow	road	0
shadow	ground	3
shadow	woman	3
shadow	floor	3
shadow	shadow	0
shadow	street	3
shadow	sidewalk	0
shadow	grass	3
shadow	pavement	3
shadow	building	3
shadow	tree	3
shadow	plane	3
shadow	plate	3
shadow	table	3
shadow	trees	3
shadow	person	3
shadow	field	3
shadow	snow	3
shadow	beach	3
shadow	water	3
shadow	wall	1
shadow	elephant	3
shadow	dirt	3
shadow	man	3
shadow	bench	3
shadow	car	3
shadow	sign	3
shadow	court	3
shadow	train	3
shadow	sand	3
shadow	girl	3
shadow	skier	3
shadow	boy	3
shadow	dog	3
shadow	giraffe	3
shadow	horse	3
shadow	pole	3
shadow	pool	0
shadow	zebra	3
shadow	bus	3
shadow	motorcycle	3
shadow	umbrella	3
shadow	player	3
shadow	sheep	3
shadow	cow	3
shadow	paper	0
shadow	skateboard	3
shadow	fence	3
pole	grass	2
pole	sidewalk	2
pole	wall	1
pole	building	1
pole	ground	2
pole	street	2
pole	sign	3
pole	light	0
pole	umbrella	3
pole	flag	1
pole	man	1
pole	water	2
pole	boat	1
pole	pole	0
pole	road	2
pole	lights	0
pole	wire	1
pole	snow	2
pole	signs	3
pole	fence	1
pole	wires	1
pole	clock	3
pole	tracks	2
pole	tree	1
pole	bus	1
pole	background	1
pole	hand	0
pole	train	1
pole	track	2
pole	electric	0
window	building	2
window	bars	0
window	curtain	0
window	car	2
window	room	2
window	house	1
window	shutter	1
window	wall	1
window	frame	0
window	front	2
window	shutters	0
window	door	2
window	van	2
window	window	0
window	woman	2
window	boat	2
window	curtains	0
window	blinds	0
window	pane	0
window	plane	3
window	airplane	2
window	tower	3
window	bus	2
window	store	0
window	home	3
window	side	2
window	panes	0
window	sign	0
window	roof	3
window	vehicle	2
window	bedroom	2
window	kitchen	2
window	sink	2
window	reflection	0
window	row	1
window	bathroom	2
window	truck	2
window	Building	2
window	balcony	2
window	bed	2
window	glass	0
window	church	3
window	train	2
window	table	2
window	man	2
window	trim	0
window	ceiling	3
window	clock	3
window	cockpit	2
window	sill	0
window	jet	3
road	line	0
road	building	3
road	grass	0
road	road	0
road	lines	0
road	car	0
road	bus	3
road	field	2
road	town	3
cars	street	2
cars	road	2
cars	building	3
cars	cars	0
cars	curb	2
cars	lot	0
cars	train	1
shadows	ground	0
shadows	road	0
shadows	grass	0
shadows	snow	3
van	street	2
van	road	2
van	building	3
advertisement	building	0
advertisement	wall	1
advertisement	bus	0
stripes	shirt	0
stripes	road	0
stripes	zebra	0
stripes	train	0
stripes	stripes	0
motorcycles	street	2
poles	snow	2
street	street	0
street	city	0
street	line	0
bicycle	pole	3
bicycle	sidewalk	1
bicycle	seat	0
bicycle	building	3
bicycle	bench	0
bicycle	tire	0
bicycle	basket	0
bicycle	street	2
bicycle	wall	3
bicycle	wheel	0
traffic	street	2
traffic	fast	0
flowers	table	2
flowers	wall	2
flowers	vase	2
flowers	planter	2
flowers	grass	2
flowers	pot	2
flowers	tree	0
flowers	flowers	0
flowers	bush	0
flowers	ground	2
flowers	cake	2
flowers	window	3
flowers	field	3
flowers	bench	0
statue	building	2
statue	tower	2
statue	statue	0
statue	water	2
statue	clock	2
buildings	street	2
buildings	beach	2
buildings	trees	0
buildings	road	2
buildings	water	2
buildings	background	0
buildings	buildings	0
buildings	windows	0
buildings	distance	0
men	suits	0
men	men	0
men	frisbee	0
men	umbrella	3
men	field	0
bricks	sidewalk	0
bricks	building	2
bricks	ground	0
bricks	wall	2
switch	wall	3
reflection	wall	2
reflection	window	0
reflection	table	2
reflection	floor	1
reflection	mirror	0
reflection	water	0
reflection	bird	3
reflection	boat	3
reflection	woman	0
reflection	glass	0
reflection	building	3
reflection	reflection	0
reflection	light	0
reflection	plate	3
reflection	man	3
reflection	sand	2
seat	chair	0
seat	bench	0
seat	bicycle	2
seat	seat	0
seat	boat	2
seat	bus	2
seat	motorcycle	2
seat	elephant	2
seat	toilet	0
seat	bike	2
socket	wall	3
tile	floor	3
tile	wall	2
tile	tile	0
tile	shower	2
tile	ground	3
tile	bathroom	3
tile	toilet	2
tile	restroom	3
vase	flowers	3
vase	table	2
vase	floor	2
vase	counter	2
vase	window	3
vase	flower	3
vase	shelf	2
vase	handle	0
vase	water	0
vase	vase	0
vase	wall	3
cloth	table	0
pictures	wall	0
pillows	couch	0
pillows	bed	2
pillows	sofa	2
basket	floor	2
basket	shelf	2
basket	bike	2
basket	bicycle	2
basket	counter	2
basket	table	2
basket	fruit	0
basket	toilet	2
basket	bread	0
basket	fruits	0
basket	basket	0
sky	clouds	0
sky	building	2
sky	water	2
sky	trees	2
sky	sky	0
sky	cloud	0
sky	land	2
sky	ground	2
sky	ocean	2
sky	tree	0
sky	background	0
sky	mountain	2
sky	plane	2
sky	tower	0
sky	mountains	2
sky	train	2
sky	snow	2
sky	man	2
sky	airplane	0
sky	kite	0
sky	blue	0
sky	beach	2
sky	field	2
boat	beach	2
boat	water	2
boat	shore	2
boat	dock	1
boat	mast	0
boat	boat	0
boat	sand	2
boat	canal	2
boat	river	2
boat	sail	0
boat	window	0
boat	lake	2
boat	harbor	2
boat	distance	3
boat	ocean	2
boat	motor	0
boat	person	0
words	bus	2
words	shirt	0
words	wall	2
words	building	2
words	sign	0
words	plane	3
waves	water	0
waves	shore	2
waves	beach	2
waves	ocean	0
waves	waves	0
sailboat	water	2
sand	beach	0
sand	water	3
sand	ground	0
sand	footprints	0
sand	shore	0
sand	sand	0
footprints	sand	0
footprints	snow	3
footprints	beach	3
house	beach	2
house	roof	0
house	street	2
house	window	0
house	house	0
house	road	2
house	tree	3
house	windows	0
house	chimney	0
house	door	0
house	water	2
house	fence	2
house	trees	3
house	hill	2
house	background	3
house	field	2
house	train	2
hands	keyboard	0
hands	clock	0
hands	hands	0
hands	man	0
hands	bat	3
boats	water	2
women	bench	0
luggage	floor	0
luggage	luggage	0
luggage	cart	0
luggage	wheels	0
luggage	handle	0
luggage	ground	2
tv	stand	2
tv	screen	0
tv	shelf	2
tv	table	2
tv	wall	2
rack	wall	2
rack	bus	3
rack	oven	3
rug	floor	0
rug	table	0
rug	ground	0
remote	table	2
remote	button	0
remote	hand	0
remote	desk	2
remote	buttons	0
remote	couch	3
magazines	table	0
plant	flowers	0
plant	planter	2
plant	pot	2
plant	window	3
plant	table	2
plant	vase	2
plant	leaf	0
plant	shelf	2
plant	wall	3
plant	counter	2
plant	building	3
plant	plant	0
plant	ground	2
plant	field	2
plant	leaves	0
plant	flower	0
plant	water	2
plant	bench	1
plant	pott	2
knife	plate	1
knife	napkin	0
knife	handle	0
knife	table	1
knife	fork	0
knife	hand	3
knife	counter	3
knife	knife	0
knife	pizza	1
knife	board	0
knife	blade	0
knife	cake	2
oven	kitchen	3
oven	door	0
oven	wall	0
sink	faucet	0
sink	kitchen	3
sink	counter	0
sink	drain	0
sink	bathroom	3
sink	mirror	3
sink	sink	0
sink	toilet	2
sink	wall	3
sink	floor	1
box	table	2
box	pole	3
box	wall	2
box	shelf	2
box	counter	2
box	floor	2
box	box	0
box	desk	2
box	tissues	0
box	ground	2
box	train	1
box	pizza	0
box	doughnuts	0
box	donuts	0
dishwasher	counter	3
utensil	bowl	2
utensil	plate	1
utensil	table	2
utensils	plate	0
utensils	table	2
utensils	napkin	0
faucet	handle	0
faucet	sink	2
faucet	wall	3
faucet	bathroom	3
faucet	bathtub	2
refrigerator	kitchen	1
refrigerator	magnet	0
refrigerator	handle	0
refrigerator	door	0
dispenser	wall	3
plates	shelf	2
plates	table	0
cabinets	kitchen	2
cabinets	wall	0
bottles	shelf	2
bottles	counter	2
bottles	table	2
scene	scene	0
glasses	man	2
glasses	woman	2
glasses	face	0
glasses	glasses	0
glasses	table	2
glasses	head	2
glasses	shelf	2
logs	ground	2
tiles	floor	0
tiles	wall	0
tiles	tiles	0
tiles	ground	0
base	field	3
base	toilet	3
base	glass	3
eyeglasses	man	2
eyeglasses	face	0
desk	wall	3
desk	drawer	0
desk	chair	1
pot	flowers	3
pot	table	2
pot	plant	3
pot	counter	2
pot	flower	3
pot	stove	2
pot	handle	3
pot	pot	0
pot	shelf	2
pot	exhibit	2
tablecloth	table	0
bread	bowl	2
bread	table	2
bread	bread	0
bread	plate	0
bread	basket	0
bread	sandwich	0
fridge	kitchen	1
fruit	bowl	0
fruit	table	2
fruit	basket	2
fruit	tree	2
fruit	plate	0
fruit	box	0
fruit	cake	2
fruit	fruit	0
fruit	wood	0
things	here	1
apples	bowl	0
apples	basket	0
leaves	plant	0
leaves	tree	0
leaves	ground	3
leaves	grass	2
leaves	sidewalk	2
leaves	leaves	0
leaves	trees	0
leaves	bush	2
leaves	plants	2
leaves	branches	0
leaves	branch	0
leaves	fence	2
leaves	fallen	0
leaves	water	3
leaves	bushes	0
leaves	bench	3
plants	wall	2
plants	window	3
plants	water	2
plants	ground	0
plants	fence	0
mirror	wall	1
mirror	mirror	0
mirror	car	2
mirror	sink	2
mirror	counter	2
mirror	reflection	0
mirror	frame	0
mirror	door	0
mirror	dresser	2
mirror	bathroom	2
mirror	truck	2
mirror	bus	2
mirror	motorcycle	2
mirror	bike	2
mirror	side	2
mirror	vehicle	2
flower	vase	2
flower	flower	0
flower	planter	2
flower	tree	3
flower	bouquet	2
flower	bush	3
flower	table	2
flower	pot	2
flower	plant	2
flower	garden	2
flower	stem	2
flower	shirt	1
flower	cake	2
flower	field	2
flower	wall	2
flower	grass	3
flower	ground	3
flower	petal	0
flower	center	0
flower	plate	3
flower	bowl	2
jug	table	2
bow	design	0
counter	kitchen	3
counter	sink	0
counter	plant	0
doorway	building	3
knob	drawer	0
knob	cabinet	3
knob	door	3
knob	knob	0
knob	stove	2
knob	oven	2
knob	sink	2
knob	microwave	1
television	stand	2
television	table	2
television	wall	2
object	wall	2
object	table	2
object	water	2
object	ground	2
writing	board	0
writing	whiteboard	0
writing	wall	0
writing	sign	0
writing	shirt	0
writing	building	2
writing	train	2
writing	paper	0
writing	plane	3
writing	boat	3
writing	bus	2
writing	writing	0
writing	box	3
writing	truck	2
writing	cake	0
writing	bottom	1
writing	vehicle	3
white	white	0
black	black	0
black	white	2
item	table	2
item	shelf	2
legs	chair	3
legs	man	3
legs	giraffe	3
legs	table	3
legs	person	0
legs	horse	3
legs	dog	3
legs	zebra	3
legs	legs	0
legs	bird	3
legs	elephant	3
legs	bench	3
legs	bear	3
legs	cow	3
legs	sheep	3
legs	woman	3
brown	brown	0
suv	road	2
suv	street	1
awning	building	3
awning	window	2
awning	door	2
brick	building	2
brick	ground	3
brick	brick	0
brick	sidewalk	3
brick	wall	2
brick	tower	3
brick	floor	3
line	road	2
line	street	2
line	crosswalk	0
line	pavement	2
line	ground	3
line	line	0
line	grass	3
line	floor	3
line	wall	2
line	sidewalk	0
line	court	3
line	runway	1
line	field	3
line	train	2
line	asphalt	1
line	platform	0
line	dirt	3
line	tarmac	3
entrance	building	3
taxi	street	2
logo	building	2
logo	truck	2
logo	airplane	2
logo	shirt	2
logo	car	3
logo	cup	3
logo	logo	0
logo	wetsuit	2
logo	tail	0
logo	surfboard	2
logo	jacket	2
logo	train	3
logo	wall	2
logo	laptop	3
logo	shoe	0
logo	bus	3
logo	plane	2
logo	computer	3
logo	sign	1
logo	shorts	3
logo	helmet	1
logo	bag	2
logo	motorcycle	2
logo	hat	2
logo	board	0
logo	jersey	0
store	window	0
headlights	car	0
headlights	truck	3
headlights	train	3
headlights	bus	3
headlights	motorcycle	2
arrow	sign	0
arrow	road	2
arrow	street	2
arrow	arrow	0
signs	pole	0
signs	street	2
signs	building	2
signs	post	2
signs	road	2
bridge	water	2
bridge	river	2
bridge	train	2
bridge	background	0
bridge	tracks	2
cloud	sky	2
cloud	mountain	2
cloud	cloud	0
cloud	formation	2
wheel	car	3
wheel	spokes	0
wheel	bike	1
wheel	cart	3
wheel	front	3
wheel	wagon	3
wheel	bicycle	1
wheel	chair	3
wheel	truck	3
wheel	motorcycle	3
wheel	vehicle	3
wheel	plane	3
wheel	airplane	3
wheel	train	3
wheel	skateboard	3
wheel	bus	3
wheel	carriage	1
wheel	wheel	0
wheel	ground	2
wheel	suitcase	3
wheel	jet	3
wheel	board	3
archway	building	3
grate	sidewalk	3
bars	window	0
drain	sink	3
drain	floor	2
drain	shower	3
tire	car	3
tire	tire	0
tire	van	3
tire	bike	1
tire	vehicle	3
tire	truck	3
tire	bicycle	1
tire	rim	0
tire	bus	3
tire	plane	3
tire	boat	3
tire	motorcycle	3
tire	front	0
truck	street	2
truck	building	3
truck	windshield	0
truck	road	2
truck	plane	3
truck	tire	0
truck	grass	2
truck	cab	0
truck	wheel	0
truck	truck	0
truck	door	0
truck	headlight	0
truck	window	0
truck	light	0
truck	mirror	0
truck	wheels	0
truck	lights	0
truck	bed	0
post	light	3
post	sidewalk	2
post	lamp	3
post	ground	2
post	sign	3
post	post	0
post	fence	1
post	street	2
post	road	2
post	water	2
post	spots	0
blade	knife	0
blade	grass	3
platform	train	3
platform	station	3
platform	stripe	0
wire	wall	1
wire	post	2
wire	sky	3
wire	tree	2
wire	pole	2
wire	fence	2
wire	building	2
wire	train	2
potato	plate	2
knot	tie	2
artwork	wall	2
suitcase	floor	2
suitcase	handle	0
suitcase	suitcase	0
suitcase	ground	1
suitcase	wheels	0
suitcase	bed	0
suitcase	wheel	0
suitcase	tag	0
suitcase	sidewalk	2
cord	wall	3
cord	floor	2
cord	outlet	0
cord	table	2
cord	desk	2
cord	laptop	3
cord	surfboard	3
stripe	pole	3
stripe	shirt	2
stripe	street	2
stripe	head	0
stripe	bus	3
stripe	road	1
stripe	boat	3
stripe	shorts	1
stripe	train	3
stripe	plane	3
stripe	wall	1
stripe	pants	1
stripe	zebra	1
stripe	stripe	0
stripe	tie	0
cake	table	0
cake	plate	0
cake	tray	0
cake	icing	0
cake	cake	0
cake	frosting	0
cake	box	0
cake	platter	0
cake	candles	0
cake	candle	0
cake	celebration	3
wine	wine	0
wine	table	2
wine	glass	0
salad	plate	0
salad	bowl	0
water	table	2
water	cup	0
water	glass	0
water	wave	0
water	waves	0
water	bridge	3
water	ground	2
water	beach	2
water	sky	3
water	sand	2
water	ripples	0
water	foam	0
water	man	0
water	water	0
water	pool	0
water	street	0
water	road	2
water	rocks	0
water	ocean	0
water	grass	2
water	fountain	3
water	shore	0
water	reflection	0
water	trees	3
water	river	0
water	field	2
water	rock	0
water	boat	0
water	person	0
water	surfer	0
water	vase	0
water	toilet	3
water	surfboard	0
water	people	0
water	lake	0
water	background	0
water	bottle	0
water	woman	0
water	bear	0
water	ripple	0
water	elephant	3
water	bowl	0
water	bird	0
water	hydrant	1
water	hill	1
head	person	2
head	woman	2
head	man	2
head	giraffe	2
head	girl	2
head	hair	0
head	animal	2
head	ear	0
head	head	0
head	boy	2
head	dog	2
head	player	2
head	elephant	0
head	horse	2
head	window	0
head	pillow	0
head	cat	2
head	cow	1
head	bird	2
head	water	2
head	zebra	1
head	bear	2
head	surfer	2
head	sheep	2
head	hat	0
head	helmet	0
head	child	2
back	chair	0
back	car	0
back	back	0
back	man	0
back	sign	0
back	bus	1
back	bench	2
back	neck	0
back	bicycle	0
napkin	glass	3
napkin	plate	0
napkin	table	2
napkin	tray	0
napkin	pizza	1
silverware	table	1
silverware	plate	1
silverware	napkin	0
hair	woman	2
hair	man	2
hair	head	0
hair	girl	2
hair	hair	0
hair	ponytail	0
hair	boy	2
hair	tail	3
hair	person	2
hair	face	0
hair	bun	0
hair	neck	0
hair	lady	2
hair	zebra	2
hair	ear	0
purse	shoulder	0
purse	woman	1
screen	wall	1
screen	computer	0
screen	laptop	0
screen	phone	0
cushion	couch	2
cushion	chair	0
cushion	sofa	1
art	wall	0
rock	water	2
rock	ground	3
rock	mountain	3
rock	rock	0
rock	sand	2
rock	beach	3
rock	shore	2
rock	wall	3
rock	ocean	2
rock	grass	2
rock	road	2
rock	hill	2
rock	snow	2
rock	giraffe	3
rock	tree	3
rock	elephant	2
rock	dirt	3
rock	zebra	3
rock	river	2
rock	fence	3
rock	enclosure	3
rock	field	2
rock	bear	3
rock	pen	2
shorts	shorts	0
shorts	man	0
shorts	stripe	0
shorts	player	0
shorts	woman	3
shorts	boy	3
shorts	stripes	0
ripples	water	3
ripples	ocean	2
tent	beach	2
log	water	2
log	ground	2
ceiling	lights	0
ceiling	light	0
spoon	napkin	0
spoon	table	3
spoon	handle	0
spoon	saucer	1
spoon	plate	1
spoon	dish	1
spoon	cup	2
spoon	bowl	2
spoon	hand	2
flame	candle	2
candle	table	2
candle	holder	2
candle	cake	2
candle	stick	2
handle	mug	1
handle	knife	0
handle	door	3
handle	car	3
handle	drawer	0
handle	sink	2
handle	oven	2
handle	toilet	2
handle	refrigerator	1
handle	cabinet	2
handle	handle	0
handle	scissors	0
handle	microwave	1
handle	fridge	2
handle	fork	0
handle	cup	1
handle	umbrella	3
handle	bike	2
handle	motorcycle	2
handle	wall	3
handle	suitcase	2
handle	racket	3
handle	window	3
handle	luggage	2
handle	bag	2
handle	pot	2
handle	spoon	0
handle	vase	1
butter	plate	2
chocolate	donut	0
lid	bottle	2
lid	toilet	0
lid	jar	2
lid	tank	2
lid	cup	2
lid	container	0
cheese	plate	1
cheese	sandwich	3
cheese	pizza	0
cheese	salad	0
cheese	bread	0
cheese	food	0
cheese	cheese	0
coaster	table	3
spatula	pizza	2
pepper	pizza	2
menu	table	2
vehicle	street	2
vehicle	road	2
vehicle	building	3
vehicle	lot	2
vehicle	tire	0
vehicle	window	0
vehicle	motion	0
lines	street	0
lines	pavement	0
lines	road	0
lines	field	0
lines	lines	0
lines	ground	0
lines	court	0
lines	snow	0
lines	train	2
lines	sky	0
streetlight	pole	2
streetlight	road	2
sticker	window	3
sticker	wall	2
sticker	door	2
sticker	banana	0
sticker	sign	3
sticker	laptop	3
sticker	pole	3
sticker	meter	2
sticker	orange	2
sticker	suitcase	2
sticker	apple	0
sticker	fridge	2
speaker	table	2
speaker	desk	2
speaker	tv	3
speaker	monitor	3
speaker	wall	2
label	bottle	0
button	shirt	3
button	keyboard	3
button	jacket	3
button	sleeve	3
button	button	0
button	toilet	2
button	microwave	2
button	blender	3
button	remote	2
button	coat	3
button	controller	2
button	phone	3
button	wall	2
oranges	bowl	2
oranges	table	2
oranges	box	2
oranges	basket	3
wood	wall	0
wood	ground	2
fence	tree	3
fence	field	2
fence	building	3
fence	road	2
fence	house	3
fence	sidewalk	2
fence	water	0
fence	trees	3
fence	wall	2
fence	ground	2
fence	grass	2
fence	yard	2
fence	street	2
fence	woman	0
fence	court	2
fence	giraffes	3
fence	train	3
fence	pole	0
fence	tracks	0
fence	wire	0
fence	pasture	2
fence	boy	0
fence	background	3
fence	sign	0
fence	man	0
fence	zebra	2
fence	cow	2
fence	park	2
fence	cows	0
fence	track	2
fence	giraffe	0
fence	post	0
fence	fence	0
fence	elephant	0
fence	sheep	2
fence	player	0
fence	horse	0
fence	bench	0
fence	snow	2
fence	slat	0
fence	enclosure	2
fence	people	0
fence	hill	2
headlight	car	1
headlight	truck	3
headlight	bus	3
headlight	vehicle	3
headlight	train	3
headlight	motorcycle	2
headlight	headlight	0
headlight	front	3
headlight	bike	2
shoe	person	3
shoe	foot	0
shoe	laces	0
shoe	man	3
shoe	boy	3
shoe	woman	3
shoe	stripes	0
shoe	sole	0
shoe	shoe	0
shoe	ground	3
shoe	stripe	0
shoe	skateboard	2
shoe	player	3
shoe	lace	0
shoe	floor	2
shoe	girl	3
ladder	truck	1
ladder	train	1
ladder	building	1
lettering	sign	0
lettering	bus	1
lettering	train	2
lettering	shirt	0
vest	man	0
billboard	building	2
bench	walkway	2
bench	ground	2
bench	sidewalk	2
bench	seat	0
bench	tree	3
bench	park	0
bench	bench	0
bench	leg	0
bench	wall	3
bench	back	0
bench	table	1
bench	street	1
bench	fence	3
bench	building	3
bench	grass	2
bench	concrete	0
bench	water	3
bench	pavement	0
bench	snow	0
bench	arm	0
bench	field	1
bench	slats	0
bench	man	0
bench	beach	1
bench	legs	0
bench	shadow	0
