#subject	#object	#spatial 1->beside 2->under 3->over 4->inside upper-half 5->inside lower-half
people	bus	1
people	hats	4
people	beach	2
people	water	2
people	group	4
people	ground	2
people	bench	5
people	umbrellas	4
people	boat	5
people	plane	3
people	station	1
people	park	2
people	restaurant	5
people	grass	2
people	fence	2
people	train	1
people	background	1
people	shore	1
people	umbrella	3
people	elephant	2
people	horses	2
people	game	2
people	court	2
people	man	1
people	sand	2
people	snow	2
people	horse	5
people	truck	1
people	surfboard	4
people	mountain	2
people	motorcycle	5
people	bike	5
people	field	2
people	bikes	5
people	hill	2
people	platform	2
people	stands	5
people	kites	3
people	ocean	2
people	room	4
people	kite	3
people	frisbee	4
people	bleachers	5
people	skis	5
people	elephants	2
people	shirt	4
people	bridge	2
people	market	1
people	booth	1
painting	wall	5
painting	flowers	5
newspaper	table	1
red	red	4
key	keyboard	3
key	laptop	3
key	typewriter	4
light	street	2
light	ceiling	3
light	window	2
light	wall	2
light	table	2
light	light	4
light	car	1
light	door	2
light	building	2
light	pole	2
light	road	2
light	floor	2
light	vehicle	3
light	post	2
light	sidewalk	2
light	sign	2
light	ground	2
light	grass	2
light	mirror	2
light	roof	2
light	truck	3
light	bus	3
light	water	1
light	room	2
light	bed	2
light	boat	2
light	train	3
light	counter	2
light	sink	2
light	motorcycle	2
light	bathroom	2
light	background	2
light	sky	3
light	bridge	2
light	traffic	2
light	plate	2
light	man	2
light	front	3
light	tower	2
light	wing	2
light	platform	2
light	plane	3
light	bike	2
light	oven	2
light	signal	2
cone	street	2
cone	sidewalk	2
cone	ground	2
cone	grass	2
cone	road	1
cone	plane	3
cone	pavement	2
cone	soccer	3
poster	wall	1
cabinet	door	5
cabinet	cabinet	4
cabinet	wall	2
cabinet	handle	5
cabinet	counter	2
cabinet	sink	3
cabinet	drawer	4
cabinet	kitchen	2
cabinet	knob	4
vent	wall	2
vent	ceiling	3
vent	building	3
vent	floor	2
star	wall	2
star	circle	5
can	table	2
can	can	4
can	counter	1
helmet	head	5
helmet	bike	2
helmet	helmet	4
helmet	motorcycle	2
helmet	man	2
helmet	person	2
helmet	skier	2
helmet	player	2
helmet	woman	2
helmet	rider	2
helmet	catcher	2
helmet	batter	2
helmet	boy	2
helmet	girl	2
table	floor	2
table	wood	4
table	chairs	4
table	glass	4
table	cloth	4
table	chair	1
table	couch	3
table	plate	5
table	table	4
table	leg	5
table	wall	3
table	window	3
table	tablecloth	5
table	room	3
table	legs	5
table	kitchen	3
table	rug	2
table	vase	3
table	umbrella	3
table	grass	3
table	bed	1
table	laptop	4
table	food	4
table	man	3
table	sofa	3
table	pizza	4
table	top	4
table	edge	5
table	cake	4
table	bowl	4
cords	desk	2
pipe	wall	1
pipe	building	1
pipe	toilet	2
pipe	sink	3
pipe	motorcycle	3
plug	outlet	4
plug	wall	3
adult	tennis	2
blanket	bed	4
blanket	couch	2
blanket	chair	5
blanket	cat	1
blanket	horse	2
sweater	neck	4
sweater	man	5
child	shirt	4
child	jacket	4
child	shorts	5
child	hand	5
child	coat	4
child	skis	5
child	woman	1
child	hat	4
child	table	2
child	field	2
child	bat	1
child	helmet	4
child	shoe	5
child	bench	1
child	pants	5
child	snow	1
child	hair	4
child	jeans	5
child	eye	4
child	kite	3
child	beach	1
child	nose	4
child	grass	2
child	bed	2
child	mouth	4
child	skateboard	5
child	head	4
child	baseball	1
child	child	4
child	toothbrush	4
child	chiken	5
child	ski	5
child	umbrella	4
child	pizza	4
couch	pillows	4
couch	cushion	5
couch	room	3
couch	wall	3
couch	pillow	4
couch	floor	1
watch	hand	2
watch	wrist	5
watch	man	3
watch	woman	3
watch	arm	3
person	photo	1
person	picture	4
person	chair	5
person	street	2
person	umbrella	3
person	motorcycle	5
person	car	2
person	head	4
person	leg	5
person	shirt	4
person	jacket	4
person	pants	5
person	skirt	5
person	sidewalk	2
person	building	3
person	pole	1
person	arm	4
person	hand	4
person	walkway	2
person	bag	5
person	stairs	2
person	backpack	4
person	steps	2
person	jeans	5
person	white	5
person	dog	1
person	top	4
person	shorts	5
person	bench	5
person	scooter	5
person	table	2
person	man	1
person	helmet	4
person	road	2
person	water	2
person	person	4
person	phone	4
person	sweater	4
person	cart	2
person	door	4
person	crosswalk	1
person	bike	5
person	red	4
person	beach	2
person	coat	4
person	skis	5
person	bicycle	5
person	motorbike	5
person	park	1
person	ground	2
person	path	2
person	plane	3
person	blue	4
person	surfboard	5
person	shoes	5
person	feet	5
person	eye	4
person	blocks	1
person	sky	3
person	boat	2
person	bridge	2
person	window	3
person	shadow	2
person	stroller	1
person	hoodie	4
person	clothes	5
person	grass	2
person	hair	4
person	snow	2
person	hat	4
person	watch	5
person	glasses	4
person	clothing	5
person	floor	2
person	fence	1
person	van	1
person	tree	3
person	crowd	1
person	scarf	4
person	group	1
person	dress	5
person	wall	1
person	vest	4
person	restaurant	1
person	sign	1
person	counter	1
person	mirror	4
person	camera	4
person	woman	1
person	nose	4
person	face	4
person	outfit	5
person	sunglasses	4
person	court	2
person	sweatshirt	4
person	pavement	2
person	orange	5
person	t-shirt	4
person	ocean	2
person	tent	3
person	skateboard	5
person	hill	2
person	snowboard	5
person	bus	1
person	foot	5
person	laptop	4
person	finger	5
person	black	5
person	train	1
person	cap	4
person	elephant	2
person	ramp	2
person	boot	5
person	goggles	4
person	racket	4
person	board	5
person	wetsuit	5
person	skateboarder	1
person	couch	5
person	pizza	2
person	frisbee	4
person	gloves	4
person	cellphone	4
person	bleachers	1
person	horse	2
person	field	2
person	uniform	5
person	knife	5
person	game	1
person	ski	5
person	boots	5
person	platform	2
person	slope	2
person	sand	2
person	outside	3
person	suitcase	5
person	banana	3
person	tie	5
person	air	3
person	room	1
person	baseball	2
person	shoe	5
person	suit	5
person	glove	4
person	socks	5
person	doorway	4
person	moped	5
person	ear	4
person	background	3
person	stand	2
person	hands	4
person	mouth	4
person	ball	4
person	sneakers	5
person	line	1
person	costume	4
person	bracelet	5
person	cake	5
person	ring	5
person	kite	3
person	legs	5
person	mountain	2
person	poles	5
person	sock	5
person	thumb	4
person	food	5
person	luggage	1
person	neck	4
person	wave	2
person	tennis	4
person	elbow	4
person	waves	5
person	kayak	5
person	cat	5
person	cow	1
person	remote	5
person	station	1
person	eyeglasses	4
person	sneaker	5
person	truck	2
person	kitchen	1
person	bed	1
person	bat	4
person	plate	5
person	stands	1
person	arms	4
person	airplane	3
person	hillside	2
person	area	1
person	market	2
kid	pants	5
kid	skateboard	5
kid	shirt	4
kid	hair	4
kid	helmet	4
kid	jacket	4
kid	bat	4
kid	kid	4
kid	skis	5
kid	board	2
kid	elephant	2
kid	baseball	1
kid	snow	1
kid	tennis	1
clip	hair	2
train	door	4
train	lights	5
train	train	4
train	station	4
train	window	4
train	tracks	2
train	track	2
train	wheels	5
train	stripe	5
train	front	5
train	bridge	2
train	platform	2
train	building	1
train	windshield	4
train	light	5
train	numbers	5
train	tunnel	4
train	wheel	5
train	number	4
train	cars	4
train	roof	4
train	windows	4
train	headlights	5
train	headlight	5
train	doors	5
train	side	4
train	car	4
train	engine	5
train	smoke	3
train	railroad	2
train	passengers	4
train	rail	2
train	rails	2
train	letters	4
train	trees	3
train	water	2
balcony	building	2
grass	street	2
grass	sand	2
grass	beach	2
grass	building	3
grass	tree	3
grass	ground	2
grass	road	2
grass	house	3
grass	grass	4
grass	fence	3
grass	water	2
grass	sidewalk	2
grass	park	3
grass	curb	5
grass	field	4
grass	dirt	2
grass	river	2
grass	bench	3
grass	patch	5
grass	rocks	3
grass	hill	4
grass	rock	3
grass	zebra	3
grass	runway	3
grass	trees	3
grass	cow	3
grass	track	2
grass	pavement	2
grass	tracks	1
grass	train	3
grass	man	3
grass	bear	3
grass	elephant	3
grass	hydrant	3
grass	background	3
grass	path	2
grass	wall	3
grass	sheep	3
grass	giraffe	3
grass	horse	3
grass	snow	2
grass	dog	3
grass	sandunes	2
shadow	road	4
shadow	ground	3
shadow	woman	3
shadow	floor	3
shadow	shadow	4
shadow	street	3
shadow	sidewalk	3
shadow	grass	3
shadow	pavement	3
shadow	building	3
shadow	tree	3
shadow	plane	3
shadow	plate	3
shadow	table	3
shadow	trees	3
shadow	person	3
shadow	field	3
shadow	snow	3
shadow	beach	3
shadow	water	3
shadow	wall	1
shadow	elephant	3
shadow	dirt	3
shadow	man	3
shadow	bench	3
shadow	car	3
shadow	sign	3
shadow	court	3
shadow	train	3
shadow	sand	3
shadow	girl	3
shadow	skier	3
shadow	boy	3
shadow	dog	3
shadow	giraffe	3
shadow	horse	3
shadow	pole	3
shadow	pool	4
shadow	zebra	3
shadow	bus	3
shadow	motorcycle	3
shadow	umbrella	3
shadow	player	3
shadow	sheep	3
shadow	cow	3
shadow	paper	4
shadow	skateboard	3
shadow	fence	3
pole	grass	2
pole	sidewalk	2
pole	wall	1
pole	building	1
pole	ground	2
pole	street	2
pole	sign	3
pole	light	3
pole	umbrella	3
pole	flag	1
pole	man	1
pole	water	2
pole	boat	1
pole	pole	4
pole	road	2
pole	lights	4
pole	wire	1
pole	snow	2
pole	signs	3
pole	fence	1
pole	wires	1
pole	clock	3
pole	tracks	2
pole	tree	1
pole	bus	1
pole	background	1
pole	hand	4
pole	train	1
pole	track	2
pole	electric	4
window	building	2
window	bars	5
window	curtain	4
window	car	2
window	room	2
window	house	1
window	shutter	1
window	wall	1
window	frame	5
window	front	2
window	shutters	1
window	door	2
window	van	2
window	window	4
window	woman	2
window	boat	2
window	curtains	5
window	blinds	4
window	pane	4
window	plane	3
window	airplane	2
window	tower	3
window	bus	2
window	store	1
window	home	3
window	side	2
window	panes	4
window	sign	2
window	roof	3
window	vehicle	2
window	bedroom	2
window	kitchen	2
window	sink	2
window	reflection	4
window	row	1
window	bathroom	2
window	truck	2
window	Building	2
window	balcony	2
window	bed	2
window	glass	4
window	church	3
window	train	2
window	table	2
window	man	2
window	trim	4
window	ceiling	3
window	clock	3
window	cockpit	2
window	sill	5
window	jet	3
road	line	5
road	building	3
road	grass	2
road	road	4
road	lines	5
road	car	4
road	bus	3
road	field	2
road	town	3
cars	street	2
cars	road	2
cars	building	3
cars	cars	4
cars	curb	2
cars	lot	2
cars	train	1
shadows	ground	4
shadows	road	2
shadows	grass	2
shadows	snow	3
van	street	2
van	road	2
van	building	3
advertisement	building	1
advertisement	wall	1
advertisement	bus	3
stripes	shirt	4
stripes	road	3
stripes	zebra	5
stripes	train	3
stripes	stripes	4
motorcycles	street	2
poles	snow	2
street	street	4
street	city	4
street	line	4
bicycle	pole	3
bicycle	sidewalk	1
bicycle	seat	4
bicycle	building	3
bicycle	bench	5
bicycle	tire	5
bicycle	basket	4
bicycle	street	2
bicycle	wall	3
bicycle	wheel	5
traffic	street	2
traffic	fast	4
flowers	table	2
flowers	wall	2
flowers	vase	2
flowers	planter	2
flowers	grass	2
flowers	pot	2
flowers	tree	2
flowers	flowers	4
flowers	bush	5
flowers	ground	2
flowers	cake	2
flowers	window	3
flowers	field	3
flowers	bench	2
statue	building	2
statue	tower	2
statue	statue	4
statue	water	2
statue	clock	2
buildings	street	2
buildings	beach	2
buildings	trees	2
buildings	road	2
buildings	water	2
buildings	background	4
buildings	buildings	4
buildings	windows	5
buildings	distance	4
men	suits	5
men	men	4
men	frisbee	1
men	umbrella	3
men	field	5
bricks	sidewalk	4
bricks	building	2
bricks	ground	3
bricks	wall	2
switch	wall	3
reflection	wall	2
reflection	window	4
reflection	table	2
reflection	floor	1
reflection	mirror	4
reflection	water	3
reflection	bird	3
reflection	boat	3
reflection	woman	3
reflection	glass	5
reflection	building	3
reflection	reflection	4
reflection	light	3
reflection	plate	3
reflection	man	3
reflection	sand	2
seat	chair	4
seat	bench	4
seat	bicycle	2
seat	seat	4
seat	boat	2
seat	bus	2
seat	motorcycle	2
seat	elephant	2
seat	toilet	4
seat	bike	2
socket	wall	3
tile	floor	3
tile	wall	2
tile	tile	4
tile	shower	2
tile	ground	3
tile	bathroom	3
tile	toilet	2
tile	restroom	3
vase	flowers	3
vase	table	2
vase	floor	2
vase	counter	2
vase	window	3
vase	flower	3
vase	shelf	2
vase	handle	4
vase	water	5
vase	vase	4
vase	wall	3
cloth	table	4
pictures	wall	2
pillows	couch	5
pillows	bed	2
pillows	sofa	2
basket	floor	2
basket	shelf	2
basket	bike	2
basket	bicycle	2
basket	counter	2
basket	table	2
basket	fruit	4
basket	toilet	2
basket	bread	4
basket	fruits	4
basket	basket	4
sky	clouds	4
sky	building	2
sky	water	2
sky	trees	2
sky	sky	4
sky	cloud	4
sky	land	2
sky	ground	2
sky	ocean	2
sky	tree	2
sky	background	2
sky	mountain	2
sky	plane	2
sky	tower	5
sky	mountains	2
sky	train	2
sky	snow	2
sky	man	2
sky	airplane	5
sky	kite	4
sky	blue	4
sky	beach	2
sky	field	2
boat	beach	2
boat	water	2
boat	shore	2
boat	dock	1
boat	mast	4
boat	boat	4
boat	sand	2
boat	canal	2
boat	river	2
boat	sail	4
boat	window	4
boat	lake	2
boat	harbor	2
boat	distance	3
boat	ocean	2
boat	motor	4
boat	person	4
words	bus	2
words	shirt	2
words	wall	2
words	building	2
words	sign	4
words	plane	3
waves	water	4
waves	shore	2
waves	beach	2
waves	ocean	2
waves	waves	4
sailboat	water	2
sand	beach	4
sand	water	3
sand	ground	4
sand	footprints	5
sand	shore	4
sand	sand	4
footprints	sand	3
footprints	snow	3
footprints	beach	3
house	beach	2
house	roof	4
house	street	2
house	window	5
house	house	4
house	road	2
house	tree	3
house	windows	4
house	chimney	4
house	door	5
house	water	2
house	fence	2
house	trees	3
house	hill	2
house	background	3
house	field	2
house	train	2
hands	keyboard	5
hands	clock	4
hands	hands	4
hands	man	4
hands	bat	3
boats	water	2
women	bench	5
luggage	floor	2
luggage	luggage	4
luggage	cart	5
luggage	wheels	5
luggage	handle	4
luggage	ground	2
tv	stand	2
tv	screen	4
tv	shelf	2
tv	table	2
tv	wall	2
rack	wall	2
rack	bus	3
rack	oven	3
rug	floor	4
rug	table	4
rug	ground	4
remote	table	2
remote	button	5
remote	hand	5
remote	desk	2
remote	buttons	4
remote	couch	3
magazines	table	2
plant	flowers	4
plant	planter	2
plant	pot	2
plant	window	3
plant	table	2
plant	vase	2
plant	leaf	4
plant	shelf	2
plant	wall	3
plant	counter	2
plant	building	3
plant	plant	4
plant	ground	2
plant	field	2
plant	leaves	4
plant	flower	4
plant	water	2
plant	bench	1
plant	pott	2
knife	plate	1
knife	napkin	5
knife	handle	5
knife	table	1
knife	fork	4
knife	hand	3
knife	counter	3
knife	knife	4
knife	pizza	1
knife	board	1
knife	blade	4
knife	cake	2
oven	kitchen	3
oven	door	5
oven	wall	4
sink	faucet	4
sink	kitchen	3
sink	counter	2
sink	drain	5
sink	bathroom	3
sink	mirror	3
sink	sink	4
sink	toilet	2
sink	wall	3
sink	floor	1
box	table	2
box	pole	3
box	wall	2
box	shelf	2
box	counter	2
box	floor	2
box	box	4
box	desk	2
box	tissues	4
box	ground	2
box	train	1
box	pizza	5
box	doughnuts	5
box	donuts	5
dishwasher	counter	3
utensil	bowl	2
utensil	plate	1
utensil	table	2
utensils	plate	4
utensils	table	2
utensils	napkin	5
faucet	handle	4
faucet	sink	2
faucet	wall	3
faucet	bathroom	3
faucet	bathtub	2
refrigerator	kitchen	1
refrigerator	magnet	4
refrigerator	handle	4
refrigerator	door	4
dispenser	wall	3
plates	shelf	2
plates	table	1
cabinets	kitchen	2
cabinets	wall	5
bottles	shelf	2
bottles	counter	2
bottles	table	2
scene	scene	4
glasses	man	2
glasses	woman	2
glasses	face	5
glasses	glasses	4
glasses	table	2
glasses	head	2
glasses	shelf	2
logs	ground	2
tiles	floor	4
tiles	wall	3
tiles	tiles	4
tiles	ground	4
base	field	3
base	toilet	3
base	glass	3
eyeglasses	man	2
eyeglasses	face	5
desk	wall	3
desk	drawer	4
desk	chair	1
pot	flowers	3
pot	table	2
pot	plant	3
pot	counter	2
pot	flower	3
pot	stove	2
pot	handle	3
pot	pot	4
pot	shelf	2
pot	exhibit	2
tablecloth	table	4
bread	bowl	2
bread	table	2
bread	bread	4
bread	plate	5
bread	basket	5
bread	sandwich	5
fridge	kitchen	1
fruit	bowl	5
fruit	table	2
fruit	basket	2
fruit	tree	2
fruit	plate	5
fruit	box	2
fruit	cake	2
fruit	fruit	4
fruit	wood	5
things	here	1
apples	bowl	4
apples	basket	5
leaves	plant	5
leaves	tree	2
leaves	ground	3
leaves	grass	2
leaves	sidewalk	2
leaves	leaves	4
leaves	trees	2
leaves	bush	2
leaves	plants	2
leaves	branches	5
leaves	branch	2
leaves	fence	2
leaves	fallen	5
leaves	water	3
leaves	bushes	2
leaves	bench	3
plants	wall	2
plants	window	3
plants	water	2
plants	ground	2
plants	fence	3
mirror	wall	1
mirror	mirror	4
mirror	car	2
mirror	sink	2
mirror	counter	2
mirror	reflection	4
mirror	frame	4
mirror	door	5
mirror	dresser	2
mirror	bathroom	2
mirror	truck	2
mirror	bus	2
mirror	motorcycle	2
mirror	bike	2
mirror	side	2
mirror	vehicle	2
flower	vase	2
flower	flower	4
flower	planter	2
flower	tree	3
flower	bouquet	2
flower	bush	3
flower	table	2
flower	pot	2
flower	plant	2
flower	garden	2
flower	stem	2
flower	shirt	1
flower	cake	2
flower	field	2
flower	wall	2
flower	grass	3
flower	ground	3
flower	petal	4
flower	center	4
flower	plate	3
flower	bowl	2
jug	table	2
bow	design	5
counter	kitchen	3
counter	sink	4
counter	plant	4
doorway	building	3
knob	drawer	1
knob	cabinet	3
knob	door	3
knob	knob	4
knob	stove	2
knob	oven	2
knob	sink	2
knob	microwave	1
television	stand	2
television	table	2
television	wall	2
object	wall	2
object	table	2
object	water	2
object	ground	2
writing	board	5
writing	whiteboard	4
writing	wall	5
writing	sign	4
writing	shirt	2
writing	building	2
writing	train	2
writing	paper	5
writing	plane	3
writing	boat	3
writing	bus	2
writing	writing	4
writing	box	3
writing	truck	2
writing	cake	5
writing	bottom	1
writing	vehicle	3
white	white	4
black	black	4
black	white	2
item	table	2
item	shelf	2
legs	chair	3
legs	man	3
legs	giraffe	3
legs	table	3
legs	person	3
legs	horse	3
legs	dog	3
legs	zebra	3
legs	legs	4
legs	bird	3
legs	elephant	3
legs	bench	3
legs	bear	3
legs	cow	3
legs	sheep	3
legs	woman	3
brown	brown	4
suv	road	2
suv	street	1
awning	building	3
awning	window	2
awning	door	2
brick	building	2
brick	ground	3
brick	brick	4
brick	sidewalk	3
brick	wall	2
brick	tower	3
brick	floor	3
line	road	2
line	street	2
line	crosswalk	3
line	pavement	2
line	ground	3
line	line	4
line	grass	3
line	floor	3
line	wall	2
line	sidewalk	3
line	court	3
line	runway	1
line	field	3
line	train	2
line	asphalt	1
line	platform	4
line	dirt	3
line	tarmac	3
entrance	building	3
taxi	street	2
logo	building	2
logo	truck	2
logo	airplane	2
logo	shirt	2
logo	car	3
logo	cup	3
logo	logo	4
logo	wetsuit	2
logo	tail	4
logo	surfboard	2
logo	jacket	2
logo	train	3
logo	wall	2
logo	laptop	3
logo	shoe	5
logo	bus	3
logo	plane	2
logo	computer	3
logo	sign	1
logo	shorts	3
logo	helmet	1
logo	bag	2
logo	motorcycle	2
logo	hat	2
logo	board	2
logo	jersey	1
store	window	5
headlights	car	4
headlights	truck	3
headlights	train	3
headlights	bus	3
headlights	motorcycle	2
arrow	sign	3
arrow	road	2
arrow	street	2
arrow	arrow	4
signs	pole	2
signs	street	2
signs	building	2
signs	post	2
signs	road	2
bridge	water	2
bridge	river	2
bridge	train	2
bridge	background	3
bridge	tracks	2
cloud	sky	2
cloud	mountain	2
cloud	cloud	4
cloud	formation	2
wheel	car	3
wheel	spokes	5
wheel	bike	1
wheel	cart	3
wheel	front	3
wheel	wagon	3
wheel	bicycle	1
wheel	chair	3
wheel	truck	3
wheel	motorcycle	3
wheel	vehicle	3
wheel	plane	3
wheel	airplane	3
wheel	train	3
wheel	skateboard	3
wheel	bus	3
wheel	carriage	1
wheel	wheel	4
wheel	ground	2
wheel	suitcase	3
wheel	jet	3
wheel	board	3
archway	building	3
grate	sidewalk	3
bars	window	4
drain	sink	3
drain	floor	2
drain	shower	3
tire	car	3
tire	tire	4
tire	van	3
tire	bike	1
tire	vehicle	3
tire	truck	3
tire	bicycle	1
tire	rim	5
tire	bus	3
tire	plane	3
tire	boat	3
tire	motorcycle	3
tire	front	4
truck	street	2
truck	building	3
truck	windshield	4
truck	road	2
truck	plane	3
truck	tire	5
truck	grass	2
truck	cab	4
truck	wheel	5
truck	truck	4
truck	door	4
truck	headlight	5
truck	window	4
truck	light	4
truck	mirror	4
truck	wheels	5
truck	lights	5
truck	bed	4
post	light	3
post	sidewalk	2
post	lamp	3
post	ground	2
post	sign	3
post	post	4
post	fence	1
post	street	2
post	road	2
post	water	2
post	spots	5
blade	knife	5
blade	grass	3
platform	train	3
platform	station	3
platform	stripe	5
wire	wall	1
wire	post	2
wire	sky	3
wire	tree	2
wire	pole	2
wire	fence	2
wire	building	2
wire	train	2
potato	plate	2
knot	tie	2
artwork	wall	2
suitcase	floor	2
suitcase	handle	4
suitcase	suitcase	4
suitcase	ground	1
suitcase	wheels	5
suitcase	bed	4
suitcase	wheel	5
suitcase	tag	5
suitcase	sidewalk	2
cord	wall	3
cord	floor	2
cord	outlet	4
cord	table	2
cord	desk	2
cord	laptop	3
cord	surfboard	3
stripe	pole	3
stripe	shirt	2
stripe	street	2
stripe	head	1
stripe	bus	3
stripe	road	1
stripe	boat	3
stripe	shorts	1
stripe	train	3
stripe	plane	3
stripe	wall	1
stripe	pants	1
stripe	zebra	1
stripe	stripe	4
stripe	tie	2
cake	table	5
cake	plate	5
cake	tray	5
cake	icing	4
cake	cake	4
cake	frosting	4
cake	box	4
cake	platter	5
cake	candles	4
cake	candle	4
cake	celebration	3
wine	wine	4
wine	table	2
wine	glass	5
salad	plate	5
salad	bowl	5
water	table	2
water	cup	4
water	glass	4
water	wave	4
water	waves	5
water	bridge	3
water	ground	2
water	beach	2
water	sky	3
water	sand	2
water	ripples	5
water	foam	5
water	man	4
water	water	4
water	pool	4
water	street	3
water	road	2
water	rocks	4
water	ocean	4
water	grass	2
water	fountain	3
water	shore	2
water	reflection	4
water	trees	3
water	river	4
water	field	2
water	rock	3
water	boat	4
water	person	4
water	surfer	4
water	vase	4
water	toilet	3
water	surfboard	4
water	people	4
water	lake	4
water	background	3
water	bottle	4
water	woman	4
water	bear	3
water	ripple	4
water	elephant	3
water	bowl	5
water	bird	5
water	hydrant	1
water	hill	1
head	person	2
head	woman	2
head	man	2
head	giraffe	2
head	girl	2
head	hair	4
head	animal	2
head	ear	4
head	head	4
head	boy	2
head	dog	2
head	player	2
head	elephant	5
head	horse	2
head	window	5
head	pillow	1
head	cat	2
head	cow	1
head	bird	2
head	water	2
head	zebra	1
head	bear	2
head	surfer	2
head	sheep	2
head	hat	4
head	helmet	4
head	child	2
back	chair	5
back	car	4
back	back	4
back	man	2
back	sign	4
back	bus	1
back	bench	2
back	neck	5
back	bicycle	5
napkin	glass	3
napkin	plate	2
napkin	table	2
napkin	tray	1
napkin	pizza	1
silverware	table	1
silverware	plate	1
silverware	napkin	5
hair	woman	2
hair	man	2
hair	head	5
hair	girl	2
hair	hair	4
hair	ponytail	5
hair	boy	2
hair	tail	3
hair	person	2
hair	face	3
hair	bun	4
hair	neck	5
hair	lady	2
hair	zebra	2
hair	ear	4
purse	shoulder	4
purse	woman	1
screen	wall	1
screen	computer	5
screen	laptop	5
screen	phone	5
cushion	couch	2
cushion	chair	5
cushion	sofa	1
art	wall	2
rock	water	2
rock	ground	3
rock	mountain	3
rock	rock	4
rock	sand	2
rock	beach	3
rock	shore	2
rock	wall	3
rock	ocean	2
rock	grass	2
rock	road	2
rock	hill	2
rock	snow	2
rock	giraffe	3
rock	tree	3
rock	elephant	2
rock	dirt	3
rock	zebra	3
rock	river	2
rock	fence	3
rock	enclosure	3
rock	field	2
rock	bear	3
rock	pen	2
shorts	shorts	4
shorts	man	4
shorts	stripe	4
shorts	player	4
shorts	woman	3
shorts	boy	3
shorts	stripes	5
ripples	water	3
ripples	ocean	2
tent	beach	2
log	water	2
log	ground	2
ceiling	lights	5
ceiling	light	4
spoon	napkin	5
spoon	table	3
spoon	handle	4
spoon	saucer	1
spoon	plate	1
spoon	dish	1
spoon	cup	2
spoon	bowl	2
spoon	hand	2
flame	candle	2
candle	table	2
candle	holder	2
candle	cake	2
candle	stick	2
handle	mug	1
handle	knife	4
handle	door	3
handle	car	3
handle	drawer	5
handle	sink	2
handle	oven	2
handle	toilet	2
handle	refrigerator	1
handle	cabinet	2
handle	handle	4
handle	scissors	4
handle	microwave	1
handle	fridge	2
handle	fork	4
handle	cup	1
handle	umbrella	3
handle	bike	2
handle	motorcycle	2
handle	wall	3
handle	suitcase	2
handle	racket	3
handle	window	3
handle	luggage	2
handle	bag	2
handle	pot	2
handle	spoon	4
handle	vase	1
butter	plate	2
chocolate	donut	5
lid	bottle	2
lid	toilet	2
lid	jar	2
lid	tank	2
lid	cup	2
lid	container	2
cheese	plate	1
cheese	sandwich	3
cheese	pizza	5
cheese	salad	5
cheese	bread	5
cheese	food	2
cheese	cheese	4
coaster	table	3
spatula	pizza	2
pepper	pizza	2
menu	table	2
vehicle	street	2
vehicle	road	2
vehicle	building	3
vehicle	lot	2
vehicle	tire	5
vehicle	window	4
vehicle	motion	5
lines	street	1
lines	pavement	1
lines	road	1
lines	field	3
lines	lines	4
lines	ground	1
lines	court	4
lines	snow	4
lines	train	2
lines	sky	4
streetlight	pole	2
streetlight	road	2
sticker	window	3
sticker	wall	2
sticker	door	2
sticker	banana	3
sticker	sign	3
sticker	laptop	3
sticker	pole	3
sticker	meter	2
sticker	orange	2
sticker	suitcase	2
sticker	apple	1
sticker	fridge	2
speaker	table	2
speaker	desk	2
speaker	tv	3
speaker	monitor	3
speaker	wall	2
label	bottle	3
button	shirt	3
button	keyboard	3
button	jacket	3
button	sleeve	3
button	button	4
button	toilet	2
button	microwave	2
button	blender	3
button	remote	2
button	coat	3
button	controller	2
button	phone	3
button	wall	2
oranges	bowl	2
oranges	table	2
oranges	box	2
oranges	basket	3
wood	wall	3
wood	ground	2
fence	tree	3
fence	field	2
fence	building	3
fence	road	2
fence	house	3
fence	sidewalk	2
fence	water	2
fence	trees	3
fence	wall	2
fence	ground	2
fence	grass	2
fence	yard	2
fence	street	2
fence	woman	5
fence	court	2
fence	giraffes	3
fence	train	3
fence	pole	4
fence	tracks	2
fence	wire	4
fence	pasture	2
fence	boy	5
fence	background	3
fence	sign	4
fence	man	5
fence	zebra	2
fence	cow	2
fence	park	2
fence	cows	2
fence	track	2
fence	giraffe	3
fence	post	4
fence	fence	4
fence	elephant	2
fence	sheep	2
fence	player	5
fence	horse	2
fence	bench	5
fence	snow	2
fence	slat	4
fence	enclosure	2
fence	people	5
fence	hill	2
headlight	car	1
headlight	truck	3
headlight	bus	3
headlight	vehicle	3
headlight	train	3
headlight	motorcycle	2
headlight	headlight	4
headlight	front	3
headlight	bike	2
shoe	person	3
shoe	foot	4
shoe	laces	4
shoe	man	3
shoe	boy	3
shoe	woman	3
shoe	stripes	4
shoe	sole	5
shoe	shoe	4
shoe	ground	3
shoe	stripe	5
shoe	skateboard	2
shoe	player	3
shoe	lace	4
shoe	floor	2
shoe	girl	3
ladder	truck	1
ladder	train	1
ladder	building	1
lettering	sign	5
lettering	bus	1
lettering	train	2
lettering	shirt	5
vest	man	5
billboard	building	2
bench	walkway	2
bench	ground	2
bench	sidewalk	2
bench	seat	5
bench	tree	3
bench	park	5
bench	bench	4
bench	leg	5
bench	wall	3
bench	back	4
bench	table	1
bench	street	1
bench	fence	3
bench	building	3
bench	grass	2
bench	concrete	5
bench	water	3
bench	pavement	5
bench	snow	2
bench	arm	4
bench	field	1
